"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2322","validUserRegistration","Default Suite","2025-10-29","passed","2025-10-29","tests.RegisterTest","ITI-Graduation-Project","tests.RegisterTest","validUserRegistration"
